State of Origin,Industry of Origin (ANZSIC06),Commodity by SITC,Frequency,Country of Destination,Time,Value,Flags
"Northern Territory","Total","TOTAL","Monthly","United Arab Emirates","Oct-2013",46.385,
"Northern Territory","Total","TOTAL","Monthly","United Arab Emirates","Nov-2013",159.939,
"Northern Territory","Total","TOTAL","Monthly","United Arab Emirates","Dec-2013",6.212,
"Northern Territory","Total","TOTAL","Monthly","United Arab Emirates","Mar-2014",73.927,
"Northern Territory","Total","TOTAL","Monthly","United Arab Emirates","Apr-2014",31.749,
"Northern Territory","Total","TOTAL","Monthly","United Arab Emirates","May-2014",50,
"Northern Territory","Total","TOTAL","Monthly","Vanuatu","Nov-2013",62.091,
"Northern Territory","Total","TOTAL","Monthly","Vanuatu","May-2014",2.358,
"Northern Territory","Total","TOTAL","Monthly","Germany","Aug-2013",36.801,
"Northern Territory","Total","TOTAL","Monthly","Germany","Sep-2013",5.6,
"Northern Territory","Total","TOTAL","Monthly","Germany","Oct-2013",7802.897,
"Northern Territory","Total","TOTAL","Monthly","Germany","Nov-2013",37.806,
"Northern Territory","Total","TOTAL","Monthly","Germany","Dec-2013",23.122,
"Northern Territory","Total","TOTAL","Monthly","Germany","Jan-2014",5.4,
"Northern Territory","Total","TOTAL","Monthly","Germany","Feb-2014",45.236,
"Northern Territory","Total","TOTAL","Monthly","Germany","Mar-2014",5.528,
"Northern Territory","Total","TOTAL","Monthly","Germany","Apr-2014",12.015,
"Northern Territory","Total","TOTAL","Monthly","Germany","May-2014",24.798,
"Northern Territory","Total","TOTAL","Monthly","Finland","Jan-2014",47.394,
"Northern Territory","Total","TOTAL","Monthly","Greece","Aug-2013",2.564,
"Northern Territory","Total","TOTAL","Monthly","Jamaica","Oct-2013",3.995,
"Northern Territory","Total","TOTAL","Monthly","Laos","Sep-2013",3.95,
"Northern Territory","Total","TOTAL","Monthly","Laos","Dec-2013",6.084,
"Northern Territory","Total","TOTAL","Monthly","Laos","Jan-2014",5.587,
"Northern Territory","Total","TOTAL","Monthly","Laos","Feb-2014",22.56,
"Northern Territory","Total","TOTAL","Monthly","Laos","Mar-2014",0.558,
"Northern Territory","Total","TOTAL","Monthly","Laos","Apr-2014",0.082,
"Northern Territory","Total","TOTAL","Monthly","Laos","May-2014",11.471,
"Northern Territory","Total","TOTAL","Monthly","New Caledonia","Aug-2013",28.28,
"Northern Territory","Total","TOTAL","Monthly","New Caledonia","Oct-2013",8.698,
"Northern Territory","Total","TOTAL","Monthly","New Caledonia","Nov-2013",129.683,
"Northern Territory","Total","TOTAL","Monthly","New Caledonia","Dec-2013",15.066,
"Northern Territory","Total","TOTAL","Monthly","New Caledonia","Jan-2014",56.706,
"Northern Territory","Total","TOTAL","Monthly","New Caledonia","Feb-2014",58.838,
"Northern Territory","Total","TOTAL","Monthly","New Caledonia","Mar-2014",29.92,
"Northern Territory","Total","TOTAL","Monthly","New Caledonia","Apr-2014",22.883,
"Northern Territory","Total","TOTAL","Monthly","New Caledonia","May-2014",48.454,
"Northern Territory","Total","TOTAL","Monthly","Netherlands","Aug-2013",19.9,
"Northern Territory","Total","TOTAL","Monthly","Netherlands","Sep-2013",177.224,
"Northern Territory","Total","TOTAL","Monthly","Netherlands","Oct-2013",1385.719,
"Northern Territory","Total","TOTAL","Monthly","Netherlands","Nov-2013",27.218,
"Northern Territory","Total","TOTAL","Monthly","Netherlands","Dec-2013",98.266,
"Northern Territory","Total","TOTAL","Monthly","Netherlands","Jan-2014",6.202,
"Northern Territory","Total","TOTAL","Monthly","Netherlands","Feb-2014",1142.181,
"Northern Territory","Total","TOTAL","Monthly","Netherlands","Mar-2014",219.326,
"Northern Territory","Total","TOTAL","Monthly","Netherlands","Apr-2014",17.08,
"Northern Territory","Total","TOTAL","Monthly","Netherlands","May-2014",630.697,
"Northern Territory","Total","TOTAL","Monthly","Sweden","Aug-2013",5.55,
"Northern Territory","Total","TOTAL","Monthly","Tonga","May-2014",6.578,
"Northern Territory","Total","TOTAL","Monthly","Canada","Aug-2013",12.136,
